applicant_id,stated_monthly_income,documented_monthly_income,loan_amount,employment_status,bank_ending_balance,bank_has_overdrafts,bank_has_consistent_deposits,monthly_withdrawals,monthly_deposits,num_documents_submitted,rule_based_score,rule_based_decision,actual_outcome,days_to_default
APP-0024,2577.0,2362.0,1000,employed,1036.0,False,False,1637.0,2336.0,2,71.7,flagged_for_review,defaulted,165.0
APP-0025,3223.0,2916.0,1500,self_employed,2706.0,False,False,2399.0,2606.0,2,63.5,flagged_for_review,repaid,
APP-0026,3898.0,3892.0,1000,employed,1561.0,False,False,3017.0,3563.0,2,81.5,approved,repaid,
APP-0027,3785.0,,2000,employed,0.0,True,True,1162.0,3416.0,0,29.6,denied,defaulted,158.0
APP-0028,5301.0,5334.0,500,employed,3404.0,False,True,2338.0,4603.0,2,90.9,approved,defaulted,66.0
APP-0029,6723.0,6717.0,500,employed,3642.0,False,True,2315.0,5896.0,2,92.1,approved,repaid,
APP-0030,8341.0,7650.0,2000,self_employed,4757.0,False,True,6162.0,6720.0,2,80.8,approved,defaulted,55.0
APP-0031,5093.0,4806.0,2000,employed,2633.0,True,True,4314.0,4585.0,1,69.3,flagged_for_review,defaulted,95.0
APP-0032,5643.0,5188.0,500,employed,1627.0,False,True,2140.0,4727.0,2,91.5,approved,repaid,
APP-0033,921.0,945.0,500,unemployed,3252.0,False,False,672.0,914.0,1,48.1,denied,repaid,
APP-0034,985.0,997.0,2000,unemployed,3275.0,False,False,808.0,953.0,1,47.0,denied,repaid,
APP-0035,2664.0,2478.0,2000,self_employed,4457.0,True,False,984.0,2178.0,2,51.0,flagged_for_review,repaid,
APP-0036,3759.0,,1000,employed,1933.0,False,False,1482.0,3513.0,0,57.3,flagged_for_review,ongoing,
APP-0037,5129.0,5360.0,1500,employed,1752.0,False,True,1583.0,5153.0,2,92.9,approved,repaid,
APP-0038,6637.0,6565.0,500,self_employed,927.0,False,True,3522.0,6203.0,1,84.3,approved,ongoing,
APP-0039,618.0,,1500,employed,2806.0,False,True,514.0,581.0,0,36.2,denied,repaid,
APP-0040,5655.0,5314.0,300,employed,0.0,True,True,4529.0,5106.0,1,75.1,approved,repaid,
APP-0041,6356.0,5921.0,1000,employed,3164.0,False,True,1947.0,5083.0,1,92.2,approved,repaid,
APP-0042,1456.0,1482.0,300,employed,2882.0,False,True,615.0,1422.0,2,91.7,approved,repaid,
APP-0043,500.0,501.0,1000,unemployed,2878.0,False,False,253.0,447.0,1,49.8,denied,repaid,
APP-0044,5929.0,1457.0,1000,employed,2207.0,False,True,1101.0,1363.0,1,59.4,flagged_for_review,repaid,
APP-0045,6514.0,6403.0,1000,self_employed,4299.0,False,False,3959.0,5675.0,1,77.0,approved,repaid,
APP-0046,5031.0,4953.0,300,employed,3308.0,False,False,3064.0,4833.0,2,83.7,approved,repaid,
APP-0047,3908.0,3948.0,1000,employed,1089.0,False,True,2493.0,3641.0,2,89.2,approved,repaid,
APP-0048,4726.0,4445.0,2000,employed,1116.0,False,True,1525.0,4207.0,1,81.1,approved,repaid,
APP-0049,7062.0,,1000,employed,680.0,False,True,4178.0,6844.0,0,61.4,flagged_for_review,defaulted,105.0
APP-0050,1329.0,396.0,2000,unemployed,2827.0,False,False,368.0,390.0,2,17.6,denied,defaulted,49.0
APP-0051,4501.0,4259.0,1000,self_employed,500.0,False,True,1462.0,4088.0,2,80.4,approved,repaid,
APP-0052,1835.0,1802.0,1000,unemployed,3625.0,False,False,1002.0,1572.0,2,49.1,denied,repaid,
APP-0053,2918.0,831.0,1500,self_employed,3984.0,False,False,400.0,813.0,2,28.1,denied,defaulted,116.0
APP-0054,5184.0,5443.0,5000,employed,681.0,False,True,3340.0,5132.0,2,67.0,flagged_for_review,repaid,
APP-0055,1197.0,1155.0,500,unemployed,1722.0,False,False,732.0,1088.0,2,60.0,flagged_for_review,defaulted,70.0
APP-0056,5485.0,5289.0,300,employed,2025.0,False,True,3530.0,5226.0,2,89.2,approved,repaid,
APP-0057,4621.0,,1500,employed,3326.0,False,False,3501.0,4100.0,0,53.0,flagged_for_review,repaid,
APP-0058,4562.0,4657.0,3000,employed,4414.0,True,True,2283.0,4126.0,2,62.0,flagged_for_review,repaid,
APP-0059,2655.0,851.0,5000,employed,0.0,True,True,501.0,789.0,2,26.6,denied,defaulted,145.0
APP-0060,6325.0,6132.0,1000,employed,1523.0,False,False,1813.0,5903.0,2,86.9,approved,repaid,
APP-0061,4883.0,4632.0,1000,employed,1601.0,False,True,3454.0,4248.0,2,87.9,approved,repaid,
APP-0062,5886.0,5835.0,1500,self_employed,0.0,False,False,2584.0,5514.0,2,73.3,flagged_for_review,repaid,
APP-0063,9790.0,10098.0,1500,employed,1272.0,True,True,7700.0,9268.0,1,81.7,approved,repaid,
APP-0064,5448.0,,1500,employed,2642.0,False,True,2425.0,5130.0,0,62.8,flagged_for_review,repaid,
APP-0065,3872.0,3548.0,3000,employed,1582.0,False,True,1060.0,3453.0,2,70.4,flagged_for_review,defaulted,106.0
APP-0066,4360.0,4204.0,2000,employed,0.0,True,True,1477.0,3687.0,1,68.7,flagged_for_review,defaulted,51.0
APP-0067,6289.0,6098.0,1000,self_employed,6311.0,False,False,5475.0,5820.0,2,74.6,flagged_for_review,ongoing,
APP-0068,5170.0,,1000,employed,2399.0,False,True,2542.0,5005.0,0,62.4,flagged_for_review,defaulted,81.0
APP-0069,500.0,501.0,1500,unemployed,2168.0,False,False,170.0,459.0,1,51.8,flagged_for_review,ongoing,
APP-0070,544.0,523.0,1000,self_employed,353.0,True,False,177.0,470.0,2,45.7,denied,defaulted,42.0
APP-0071,3998.0,3614.0,1000,employed,2391.0,False,True,1545.0,3079.0,2,91.0,approved,repaid,
APP-0072,7810.0,7691.0,300,employed,1754.0,False,False,2420.0,7457.0,2,86.8,approved,repaid,
APP-0073,2604.0,,500,self_employed,0.0,False,False,1481.0,2341.0,0,43.2,denied,repaid,
APP-0074,2831.0,2902.0,1000,self_employed,395.0,True,False,1151.0,2622.0,1,56.4,flagged_for_review,defaulted,46.0
APP-0075,6028.0,,2000,self_employed,3192.0,False,True,3460.0,5428.0,0,55.1,flagged_for_review,ongoing,
APP-0076,1414.0,1370.0,1000,self_employed,4916.0,False,False,496.0,1267.0,1,57.6,flagged_for_review,repaid,
APP-0077,6279.0,6055.0,1500,employed,2551.0,False,False,3352.0,5785.0,1,84.2,approved,repaid,
APP-0078,5727.0,5925.0,1000,employed,3655.0,False,True,3941.0,5722.0,2,89.1,approved,repaid,
APP-0079,3730.0,,500,employed,1766.0,False,False,1154.0,3390.0,0,58.1,flagged_for_review,repaid,
APP-0080,4028.0,3776.0,5000,self_employed,1870.0,True,True,2005.0,3585.0,2,55.9,flagged_for_review,defaulted,62.0
APP-0081,5988.0,6233.0,3000,self_employed,3636.0,False,False,2966.0,5972.0,1,56.5,flagged_for_review,defaulted,110.0
APP-0082,4498.0,4594.0,300,employed,4494.0,False,True,1875.0,4110.0,2,91.4,approved,repaid,
APP-0083,4395.0,4496.0,2000,employed,3952.0,False,True,2694.0,3887.0,1,77.8,approved,repaid,
APP-0084,3567.0,1084.0,1000,employed,400.0,False,True,728.0,1067.0,2,54.7,flagged_for_review,repaid,
APP-0085,5635.0,5193.0,5000,employed,1900.0,False,True,3508.0,4941.0,2,66.4,flagged_for_review,defaulted,43.0
APP-0086,4253.0,3844.0,1000,self_employed,2416.0,False,True,1468.0,3641.0,2,86.0,approved,repaid,
APP-0087,5416.0,5067.0,500,self_employed,1610.0,False,True,2114.0,4352.0,1,85.1,approved,repaid,
APP-0088,3506.0,3563.0,1500,self_employed,2582.0,False,True,1512.0,3465.0,2,74.4,flagged_for_review,repaid,
APP-0089,7118.0,6662.0,2000,employed,3231.0,False,True,4057.0,6229.0,2,89.5,approved,repaid,
APP-0090,4881.0,4927.0,500,employed,3504.0,False,True,2887.0,4814.0,2,90.0,approved,repaid,
APP-0091,4430.0,4154.0,2000,self_employed,4529.0,False,True,2130.0,4139.0,2,73.6,flagged_for_review,defaulted,36.0
APP-0092,2878.0,2761.0,300,self_employed,1506.0,False,True,2224.0,2743.0,2,81.9,approved,repaid,
APP-0093,5642.0,5910.0,3000,employed,0.0,False,False,2088.0,5782.0,1,57.9,flagged_for_review,defaulted,28.0
APP-0094,5017.0,4700.0,300,self_employed,2537.0,False,False,3737.0,4002.0,2,74.7,flagged_for_review,defaulted,20.0
APP-0095,6479.0,6197.0,3000,employed,4826.0,False,True,2289.0,6091.0,1,81.0,approved,defaulted,172.0
APP-0096,6781.0,6409.0,1000,employed,1285.0,False,False,4430.0,5520.0,1,82.0,approved,repaid,
APP-0097,8884.0,8142.0,1000,employed,3030.0,False,True,4293.0,7960.0,1,90.6,approved,repaid,
APP-0098,5869.0,5713.0,5000,employed,3044.0,False,True,4395.0,5096.0,2,64.9,flagged_for_review,repaid,
APP-0099,5489.0,,5000,employed,2287.0,False,True,1800.0,5168.0,0,41.5,denied,defaulted,48.0
APP-0100,5292.0,5314.0,1500,employed,2010.0,False,True,2472.0,4548.0,2,90.6,approved,defaulted,15.0
APP-0101,2849.0,2913.0,500,self_employed,615.0,False,True,1458.0,2813.0,2,84.8,approved,repaid,
APP-0102,5508.0,,1500,employed,0.0,False,True,4514.0,4774.0,0,52.0,flagged_for_review,defaulted,36.0
APP-0103,4557.0,4123.0,1500,employed,332.0,True,True,3536.0,3759.0,2,74.6,flagged_for_review,ongoing,
APP-0104,2308.0,2291.0,1500,unemployed,1415.0,False,False,944.0,2229.0,2,51.3,flagged_for_review,repaid,
APP-0105,6976.0,2597.0,1500,employed,3646.0,False,True,1758.0,2479.0,1,60.4,flagged_for_review,repaid,
APP-0106,3490.0,3464.0,300,employed,1845.0,False,True,1910.0,2947.0,1,89.5,approved,repaid,
APP-0107,8925.0,8950.0,2000,self_employed,1221.0,True,False,3262.0,8148.0,2,74.0,flagged_for_review,repaid,
APP-0108,6976.0,6485.0,2000,employed,664.0,False,True,2272.0,5553.0,2,91.9,approved,defaulted,98.0
APP-0109,4823.0,4933.0,500,employed,2985.0,True,False,4424.0,4692.0,1,74.6,flagged_for_review,repaid,
APP-0110,1817.0,717.0,1500,employed,4038.0,False,True,424.0,713.0,2,39.1,denied,repaid,
APP-0111,4088.0,4178.0,1500,employed,3595.0,False,False,1512.0,3962.0,2,74.9,flagged_for_review,repaid,
APP-0112,1110.0,1050.0,1500,unemployed,2909.0,False,False,408.0,928.0,2,51.1,flagged_for_review,defaulted,83.0
APP-0113,1984.0,,300,self_employed,0.0,True,False,850.0,1792.0,0,38.8,denied,repaid,
APP-0114,5963.0,6185.0,1500,self_employed,1472.0,False,False,3896.0,6163.0,2,77.7,approved,repaid,
APP-0115,5681.0,5386.0,1000,self_employed,4921.0,False,True,2466.0,4759.0,2,84.8,approved,repaid,
APP-0116,4216.0,4313.0,1500,self_employed,3683.0,False,False,2400.0,4029.0,2,66.8,flagged_for_review,repaid,
APP-0117,5820.0,,2000,employed,0.0,False,True,2162.0,5297.0,0,46.2,denied,defaulted,91.0
APP-0118,6559.0,5907.0,2000,self_employed,1917.0,False,False,2921.0,5701.0,1,78.9,approved,repaid,
APP-0119,4450.0,4512.0,500,employed,2545.0,False,True,1529.0,4422.0,2,92.5,approved,ongoing,
APP-0120,2214.0,2245.0,1500,self_employed,857.0,False,False,1777.0,2023.0,2,52.7,flagged_for_review,defaulted,18.0
APP-0121,6140.0,6253.0,5000,self_employed,0.0,True,False,2547.0,5934.0,2,45.2,denied,repaid,
APP-0122,7423.0,7716.0,500,employed,2148.0,False,False,5698.0,7194.0,1,82.1,approved,ongoing,
APP-0123,4517.0,4145.0,3000,employed,818.0,False,True,1949.0,3697.0,1,68.2,flagged_for_review,defaulted,123.0
APP-0124,6826.0,6381.0,2000,employed,824.0,False,False,3458.0,5684.0,1,83.9,approved,repaid,
APP-0125,7282.0,7541.0,2000,employed,1468.0,False,True,3435.0,7019.0,1,91.1,approved,repaid,
APP-0126,6883.0,6378.0,1000,self_employed,1799.0,False,True,4191.0,5568.0,2,82.5,approved,repaid,
APP-0127,4333.0,4343.0,1000,self_employed,1986.0,False,True,3582.0,4220.0,2,81.5,approved,repaid,
APP-0128,5606.0,5491.0,3000,employed,674.0,False,True,2297.0,4725.0,1,68.6,flagged_for_review,ongoing,
APP-0129,4964.0,4530.0,1000,employed,1670.0,False,True,1791.0,3914.0,1,91.4,approved,repaid,
APP-0130,3644.0,3436.0,300,employed,0.0,False,True,2301.0,3097.0,1,82.6,approved,repaid,
APP-0131,5487.0,5367.0,1500,employed,2467.0,False,True,1988.0,4657.0,2,91.7,approved,repaid,
APP-0132,3231.0,3321.0,500,employed,0.0,False,True,2191.0,3060.0,2,82.8,approved,repaid,
APP-0133,6782.0,6824.0,2000,employed,1566.0,False,True,2244.0,6209.0,2,92.4,approved,ongoing,
APP-0134,2504.0,2487.0,1500,unemployed,3379.0,False,False,1676.0,2383.0,1,48.5,denied,repaid,
APP-0135,5302.0,5166.0,3000,employed,411.0,False,True,3251.0,5130.0,2,61.2,flagged_for_review,repaid,
APP-0136,5425.0,5126.0,2000,employed,3075.0,False,True,1846.0,4936.0,1,81.0,approved,defaulted,125.0
APP-0137,4197.0,3852.0,500,self_employed,3734.0,False,True,2439.0,3378.0,1,82.8,approved,repaid,
APP-0138,5880.0,5653.0,1000,employed,0.0,True,True,3304.0,5598.0,1,78.1,approved,defaulted,153.0
APP-0139,500.0,452.0,2000,unemployed,1773.0,False,False,181.0,411.0,2,51.1,flagged_for_review,ongoing,
APP-0140,1765.0,1644.0,1000,unemployed,0.0,False,False,802.0,1515.0,1,44.2,denied,repaid,
APP-0141,2981.0,2876.0,5000,employed,1823.0,False,True,1628.0,2627.0,2,67.3,flagged_for_review,repaid,
APP-0142,5190.0,,2000,employed,1989.0,False,True,1664.0,4630.0,0,52.7,flagged_for_review,defaulted,136.0
APP-0143,7908.0,7170.0,300,employed,0.0,False,True,6510.0,7057.0,1,80.8,approved,repaid,
APP-0144,3500.0,3459.0,3000,employed,4887.0,False,True,2280.0,3113.0,1,66.2,flagged_for_review,defaulted,37.0
APP-0145,3983.0,3913.0,500,employed,2429.0,False,True,1344.0,3666.0,2,92.3,approved,repaid,
APP-0146,6366.0,5804.0,500,self_employed,726.0,False,True,4293.0,5142.0,2,81.7,approved,repaid,
APP-0147,5269.0,5488.0,2000,employed,4198.0,False,True,2712.0,5321.0,2,79.7,approved,repaid,
APP-0148,5526.0,5056.0,3000,employed,0.0,True,True,3360.0,4885.0,1,54.6,flagged_for_review,repaid,
APP-0149,5734.0,5896.0,1500,employed,156.0,False,True,2532.0,5274.0,1,85.2,approved,repaid,
APP-0150,1547.0,1392.0,1000,unemployed,0.0,True,False,1030.0,1326.0,1,35.7,denied,repaid,
APP-0151,6665.0,6881.0,1000,employed,4702.0,False,True,5062.0,6575.0,2,88.3,approved,repaid,
APP-0152,5615.0,5070.0,1000,employed,2499.0,False,True,3121.0,4737.0,2,89.4,approved,repaid,
APP-0153,4638.0,4701.0,1000,employed,2989.0,False,True,2018.0,4420.0,2,91.4,approved,repaid,
APP-0154,2279.0,2175.0,500,unemployed,2452.0,False,False,947.0,2036.0,2,73.4,flagged_for_review,repaid,
APP-0155,7850.0,7934.0,1500,employed,2861.0,False,True,3755.0,6842.0,2,90.5,approved,repaid,
APP-0156,5348.0,5135.0,3000,self_employed,2117.0,False,False,1925.0,4881.0,2,57.6,flagged_for_review,defaulted,138.0
APP-0157,4579.0,4170.0,1000,self_employed,2406.0,False,False,1994.0,3838.0,2,78.8,approved,repaid,
APP-0158,6661.0,6762.0,500,employed,2161.0,False,False,4612.0,6192.0,2,82.6,approved,repaid,
APP-0159,1868.0,1701.0,2000,self_employed,1087.0,False,False,1399.0,1665.0,1,53.1,flagged_for_review,defaulted,50.0
APP-0160,1741.0,,2000,employed,1930.0,False,False,767.0,1486.0,0,33.8,denied,ongoing,
APP-0161,500.0,454.0,3000,self_employed,2410.0,False,True,182.0,403.0,1,63.0,flagged_for_review,repaid,
APP-0162,6525.0,6342.0,500,self_employed,2166.0,False,False,4632.0,5506.0,2,75.6,approved,repaid,
APP-0163,4864.0,4905.0,500,employed,0.0,True,True,3688.0,4195.0,1,75.2,approved,repaid,
APP-0164,5498.0,5273.0,1500,employed,0.0,False,True,2662.0,4700.0,1,84.3,approved,repaid,
APP-0165,9116.0,,1500,self_employed,3624.0,True,False,2889.0,9100.0,0,46.3,denied,repaid,
APP-0166,6064.0,,1000,employed,1540.0,False,True,4059.0,5400.0,0,60.0,flagged_for_review,ongoing,
APP-0167,4347.0,4424.0,1500,employed,2877.0,False,True,3401.0,4201.0,1,76.7,approved,repaid,
APP-0168,5770.0,5992.0,500,employed,362.0,True,True,1621.0,5199.0,2,80.9,approved,repaid,
APP-0169,4611.0,4410.0,1000,employed,0.0,False,True,2848.0,4147.0,2,83.1,approved,repaid,
APP-0170,1224.0,1195.0,1500,self_employed,735.0,False,False,813.0,1192.0,1,54.7,flagged_for_review,ongoing,
APP-0171,5923.0,5653.0,1000,employed,1666.0,False,True,2760.0,5053.0,2,90.5,approved,repaid,
APP-0172,3597.0,3376.0,1500,employed,1002.0,False,True,2598.0,3299.0,1,76.9,approved,defaulted,85.0
APP-0173,6629.0,,1000,employed,3941.0,False,True,3832.0,6627.0,0,61.7,flagged_for_review,repaid,
APP-0174,5494.0,5225.0,1000,self_employed,2269.0,False,False,3627.0,4902.0,1,76.6,approved,repaid,
APP-0175,6212.0,5990.0,1000,employed,4773.0,False,True,3416.0,5369.0,1,89.6,approved,repaid,
APP-0176,2101.0,,1000,self_employed,2607.0,False,True,922.0,1998.0,0,45.6,denied,defaulted,148.0
APP-0177,7757.0,,300,employed,0.0,True,True,5260.0,7576.0,0,48.6,denied,defaulted,47.0
APP-0178,1384.0,1436.0,1500,unemployed,3584.0,False,False,980.0,1258.0,2,47.7,denied,repaid,
APP-0179,4476.0,4476.0,2000,employed,0.0,False,True,3833.0,4108.0,2,69.4,flagged_for_review,ongoing,
APP-0180,4971.0,4826.0,1000,employed,2346.0,False,True,2370.0,4333.0,2,90.5,approved,repaid,
APP-0181,4545.0,4622.0,300,employed,838.0,False,True,1410.0,4125.0,1,92.6,approved,repaid,
APP-0182,1041.0,415.0,5000,unemployed,5214.0,False,False,383.0,406.0,1,17.6,denied,defaulted,17.0
APP-0183,4256.0,1429.0,1000,self_employed,4159.0,False,False,920.0,1305.0,2,48.4,denied,repaid,
APP-0184,3419.0,,500,employed,887.0,False,True,2819.0,3080.0,0,58.3,flagged_for_review,repaid,
APP-0185,4181.0,3787.0,1000,self_employed,1809.0,False,True,1309.0,3561.0,2,86.3,approved,defaulted,155.0
APP-0186,3759.0,3641.0,2000,self_employed,2367.0,True,False,1679.0,3214.0,1,50.3,flagged_for_review,repaid,
APP-0187,7566.0,,1000,employed,3295.0,False,True,2590.0,6692.0,0,63.6,flagged_for_review,repaid,
APP-0188,4843.0,4586.0,1500,employed,2044.0,False,True,3588.0,4256.0,1,87.6,approved,repaid,
APP-0189,4747.0,4546.0,1000,employed,463.0,True,True,3614.0,4143.0,1,75.3,approved,repaid,
APP-0190,5105.0,5291.0,500,employed,924.0,False,True,2961.0,4731.0,1,89.7,approved,repaid,
APP-0191,4836.0,4959.0,1000,self_employed,1993.0,False,False,1793.0,4256.0,2,79.8,approved,repaid,
APP-0192,500.0,500.0,2000,unemployed,3852.0,False,False,178.0,464.0,2,51.7,flagged_for_review,repaid,
APP-0193,4137.0,3889.0,1500,self_employed,2642.0,False,False,2580.0,3782.0,1,65.9,flagged_for_review,repaid,
APP-0194,6463.0,5930.0,500,employed,840.0,False,True,3648.0,5798.0,1,89.7,approved,repaid,
APP-0195,5752.0,5191.0,500,employed,2973.0,False,True,3454.0,4595.0,2,88.5,approved,repaid,
APP-0196,7358.0,6740.0,1500,self_employed,1420.0,False,False,3158.0,6336.0,2,79.0,approved,repaid,
APP-0197,1552.0,,2000,self_employed,3336.0,False,False,853.0,1518.0,0,27.4,denied,defaulted,113.0
APP-0198,3328.0,3271.0,1000,self_employed,5791.0,False,False,936.0,2981.0,2,80.9,approved,ongoing,
APP-0199,5158.0,4692.0,1500,self_employed,1462.0,False,True,3235.0,4644.0,2,83.0,approved,repaid,
APP-0200,7006.0,6449.0,500,self_employed,3202.0,False,False,3654.0,6355.0,2,78.2,approved,repaid,
APP-0201,2254.0,2090.0,1000,employed,882.0,False,True,1653.0,1842.0,2,75.8,approved,defaulted,86.0
APP-0202,5767.0,5737.0,300,employed,1832.0,False,True,3657.0,5099.0,2,88.8,approved,repaid,
APP-0203,562.0,558.0,2000,self_employed,2044.0,True,False,274.0,489.0,1,49.9,denied,defaulted,52.0
APP-0204,4707.0,1656.0,1000,self_employed,1709.0,False,False,686.0,1456.0,1,50.8,flagged_for_review,defaulted,138.0
APP-0205,6429.0,1531.0,2000,employed,5695.0,False,True,1341.0,1510.0,2,58.6,flagged_for_review,defaulted,108.0
APP-0206,7418.0,2327.0,2000,employed,1540.0,False,True,715.0,2303.0,2,64.4,flagged_for_review,repaid,
APP-0207,4455.0,4074.0,2000,self_employed,2880.0,False,False,1791.0,3495.0,2,67.6,flagged_for_review,repaid,
APP-0208,7460.0,6967.0,1000,employed,0.0,True,True,5975.0,6543.0,1,74.9,flagged_for_review,repaid,
APP-0209,6113.0,6325.0,500,employed,2648.0,False,True,4287.0,5911.0,2,88.7,approved,repaid,
APP-0210,5113.0,5353.0,5000,employed,3713.0,False,True,3143.0,4864.0,2,67.0,flagged_for_review,repaid,
APP-0211,6147.0,6129.0,2000,self_employed,1209.0,False,True,2503.0,5791.0,2,85.7,approved,ongoing,
APP-0212,4952.0,5138.0,2000,self_employed,0.0,False,True,4290.0,5097.0,2,64.3,flagged_for_review,defaulted,135.0
APP-0213,3735.0,3722.0,300,employed,1942.0,False,False,1410.0,3258.0,2,85.7,approved,repaid,
APP-0214,2549.0,2307.0,1000,self_employed,2026.0,False,False,924.0,2002.0,2,68.1,flagged_for_review,repaid,
APP-0215,4736.0,4971.0,2000,employed,3086.0,False,True,1805.0,4250.0,1,80.5,approved,defaulted,149.0
APP-0216,5185.0,4743.0,300,employed,5016.0,False,True,1728.0,4291.0,2,92.0,approved,repaid,
APP-0217,3394.0,3402.0,1500,self_employed,1430.0,False,False,2818.0,3064.0,1,63.6,flagged_for_review,repaid,
APP-0218,6504.0,6100.0,1000,self_employed,716.0,False,False,3857.0,5579.0,2,77.1,approved,repaid,
APP-0219,3505.0,3361.0,300,self_employed,250.0,False,False,2223.0,3110.0,1,70.9,flagged_for_review,repaid,
APP-0220,2936.0,2927.0,500,self_employed,2297.0,False,False,2596.0,2821.0,1,74.8,flagged_for_review,ongoing,
APP-0221,5292.0,5109.0,1000,employed,2719.0,False,True,2089.0,4643.0,1,91.5,approved,repaid,
APP-0222,3886.0,,500,employed,1182.0,False,True,1062.0,3496.0,0,64.5,flagged_for_review,defaulted,175.0
APP-0223,3020.0,2870.0,1500,employed,3168.0,False,True,1927.0,2795.0,1,77.9,approved,defaulted,112.0
APP-0224,4082.0,3883.0,500,employed,2698.0,False,True,2392.0,3795.0,1,89.7,approved,repaid,
APP-0225,4944.0,,1000,employed,2065.0,True,True,2671.0,4375.0,0,55.4,flagged_for_review,repaid,
APP-0226,1523.0,1553.0,3000,unemployed,646.0,False,True,474.0,1393.0,2,58.1,flagged_for_review,defaulted,19.0
APP-0227,3961.0,992.0,1000,employed,1277.0,False,True,575.0,966.0,2,61.5,flagged_for_review,repaid,
APP-0228,4199.0,,1000,self_employed,0.0,True,False,1762.0,3619.0,0,38.6,denied,defaulted,85.0
APP-0229,3847.0,3930.0,2000,self_employed,2354.0,False,True,1690.0,3533.0,2,62.7,flagged_for_review,repaid,
APP-0230,2415.0,2230.0,3000,self_employed,2040.0,False,True,909.0,2046.0,2,63.1,flagged_for_review,repaid,
APP-0231,6140.0,5720.0,300,employed,2283.0,False,True,2592.0,5022.0,2,90.8,approved,repaid,
APP-0232,5124.0,4893.0,1000,employed,2756.0,False,False,2272.0,4291.0,2,84.7,approved,ongoing,
APP-0233,2814.0,2904.0,1500,employed,2579.0,False,True,1329.0,2654.0,2,68.5,flagged_for_review,repaid,
APP-0234,4536.0,4172.0,1000,employed,1834.0,True,True,3762.0,4018.0,1,80.6,approved,defaulted,154.0
APP-0235,2730.0,2507.0,2000,self_employed,2073.0,False,True,2218.0,2447.0,2,58.4,flagged_for_review,ongoing,
APP-0236,5479.0,5337.0,5000,employed,0.0,False,True,3583.0,5320.0,2,60.8,flagged_for_review,repaid,
APP-0237,7011.0,6601.0,3000,employed,1124.0,False,True,5330.0,5684.0,1,75.4,approved,defaulted,30.0
APP-0238,5672.0,,1000,self_employed,2076.0,False,True,4727.0,5006.0,0,52.1,flagged_for_review,repaid,
